ID,Флаг дозвона,Флаг продажи,Расходы,PV,NPV
2035,1,0,67,0,-67
2036,0,0,44,0,-44
2037,0,0,59,0,-59
2038,1,0,38,0,-38
2039,1,1,473,2329,1856
2040,1,1,900,1308,408
2041,1,0,17,0,-17
2042,1,0,68,0,-68
2043,1,1,127,1612,1485
2044,1,0,6,0,-6
2045,0,0,65,0,-65
2046,1,0,77,0,-77
2047,1,0,20,0,-20
2048,1,1,214,1270,1056
2049,0,0,21,0,-21
2050,1,1,504,1668,1164
2051,0,0,52,0,-52
2052,1,0,43,0,-43
2053,1,0,61,0,-61
2054,1,0,5,0,-5
2055,0,0,29,0,-29
2056,1,0,46,0,-46
2057,0,0,61,0,-61
2058,0,0,47,0,-47
2059,1,1,309,1295,986
2060,1,0,28,0,-28
2061,0,0,31,0,-31
2062,1,0,47,0,-47
2063,1,1,218,1468,1250
2064,1,0,27,0,-27
2065,1,0,4,0,-4
2066,0,0,27,0,-27
2067,0,0,7,0,-7
2068,0,0,187,0,-187
2069,0,0,40,0,-40
2070,1,1,471,1247,776
2071,0,0,51,0,-51
2072,1,1,151,2457,2306
2073,1,1,366,1542,1176
2074,1,1,214,1240,1026
2075,0,0,29,0,-29
2076,1,1,872,2069,1197
2077,1,0,42,0,-42
2078,1,1,338,1245,907
2079,1,0,11,0,-11
2080,1,1,275,1436,1161
2081,1,1,273,2457,2184
2082,0,0,73,0,-73
2083,0,0,43,0,-43
2084,1,0,49,0,-49
2085,0,0,27,0,-27
2086,0,0,24,0,-24
2087,1,0,30,0,-30
2088,1,1,664,1807,1143
2089,1,1,322,1469,1147
2090,1,1,384,1291,907
2091,1,1,77,2098,2021
2092,1,1,316,1333,1017
2093,1,0,78,0,-78
2094,1,1,500,1371,871
2095,1,1,1888,1299,-589
2096,1,1,133,1356,1223
2097,1,0,44,0,-44
2098,1,1,114,1526,1412
2099,1,1,440,3642,3202
2100,1,1,497,1313,816
2101,0,0,38,0,-38
2102,1,1,439,1487,1048
2103,1,0,4,0,-4
2104,1,0,85,0,-85
2105,0,0,150,0,-150
2106,0,0,104,0,-104
2107,1,0,97,0,-97
2108,1,0,16,0,-16
2109,0,0,28,0,-28
2110,0,0,129,0,-129
2111,1,0,42,0,-42
2112,0,0,163,0,-163
2113,1,0,19,0,-19
2114,1,0,54,0,-54
2115,1,0,9,0,-9
2116,0,0,160,0,-160
2117,0,0,47,0,-47
2118,0,0,26,0,-26
2119,0,0,60,0,-60
2120,0,0,335,0,-335
2121,1,1,300,1534,1234
2122,1,0,35,0,-35
2123,1,1,428,1580,1152
2124,1,0,104,0,-104
2125,1,1,772,1376,604
2126,1,1,483,1321,838
2127,1,1,1592,1677,85
2128,0,0,31,0,-31
2129,1,1,1168,1357,189
2130,1,0,27,0,-27
2131,1,0,46,0,-46
2132,1,1,343,2061,1718
2133,1,0,43,0,-43
2134,1,1,1254,1484,230
2135,0,0,73,0,-73
2136,1,0,84,0,-84
2137,1,1,1103,1311,208
2138,1,1,1528,2293,765
2139,1,1,425,1344,919
2140,1,0,17,0,-17
2141,0,0,23,0,-23
2142,0,0,53,0,-53
2143,0,0,6,0,-6
2144,1,1,43,1672,1629
2145,1,1,54,1387,1333
2146,1,1,400,1267,867
2147,0,0,40,0,-40
2148,0,0,138,0,-138
2149,0,0,52,0,-52
2150,1,0,182,0,-182
2151,0,0,17,0,-17
2152,1,0,45,0,-45
2153,1,0,53,0,-53
2154,0,0,8,0,-8
2155,0,0,64,0,-64
2156,0,0,6,0,-6
2157,1,1,247,1328,1081
2158,0,0,117,0,-117
2159,1,0,6,0,-6
2160,1,1,566,1546,980
2161,0,0,103,0,-103
2162,1,0,4,0,-4
2163,1,0,53,0,-53
2164,1,1,562,2185,1623
2165,1,0,39,0,-39
2166,1,1,84,1711,1627
2167,1,0,21,0,-21
2168,1,1,745,1314,569
2169,1,1,384,1249,865
2170,0,0,25,0,-25
2171,1,0,19,0,-19
2172,1,1,1566,1717,151
2173,1,1,57,1258,1201
2174,0,0,11,0,-11
2175,0,0,160,0,-160
2176,1,0,30,0,-30
2177,1,1,378,1845,1467
2178,1,0,51,0,-51
2179,1,0,29,0,-29
2180,1,1,72,1276,1204
2181,1,0,6,0,-6
2182,0,0,51,0,-51
2183,0,0,30,0,-30
2184,1,0,40,0,-40
2185,0,0,61,0,-61
2186,1,0,218,0,-218
2187,1,1,778,2310,1532
2188,1,1,166,1745,1579
2189,1,0,72,0,-72
2190,1,0,12,0,-12
2191,1,0,6,0,-6
2192,1,1,1464,1502,38
2193,1,0,74,0,-74
2194,1,0,66,0,-66
2195,1,0,131,0,-131
2196,1,0,23,0,-23
2197,0,0,66,0,-66
2198,0,0,15,0,-15
2199,1,1,348,1260,912
2200,0,0,84,0,-84
2201,1,0,57,0,-57
2202,1,0,52,0,-52
2203,1,0,11,0,-11
2204,0,0,1,0,-1
2205,0,0,9,0,-9
2206,1,0,58,0,-58
2207,1,1,586,1849,1263
2208,0,0,100,0,-100
2209,1,0,16,0,-16
2210,1,0,36,0,-36
2211,0,0,12,0,-12
2212,0,0,35,0,-35
2213,0,0,35,0,-35
2214,1,0,20,0,-20
2215,1,1,249,2133,1884
2216,1,1,1141,1955,814
2217,0,0,181,0,-181
2218,1,0,165,0,-165
2219,0,0,38,0,-38
2220,0,0,21,0,-21
2221,0,0,18,0,-18
2222,1,1,1600,1914,314
2223,0,0,25,0,-25
2224,1,0,6,0,-6
2225,0,0,53,0,-53
2226,1,0,56,0,-56
2227,0,0,32,0,-32
2228,1,1,53,1302,1249
2229,0,0,15,0,-15
2230,1,1,419,1279,860
2231,0,0,78,0,-78
2232,0,0,7,0,-7
2233,0,0,22,0,-22
2234,0,0,215,0,-215
2235,1,1,328,1448,1120
2236,1,0,118,0,-118
2237,1,1,339,1281,942
2238,1,0,12,0,-12
2239,1,1,463,1498,1035
2240,1,0,7,0,-7
2241,1,0,101,0,-101
2242,1,0,15,0,-15
2243,0,0,77,0,-77
2244,1,0,67,0,-67
2245,0,0,31,0,-31
2246,1,1,47,1260,1213
2247,0,0,14,0,-14
2248,1,1,1072,1378,306
2249,1,0,29,0,-29
2250,1,0,262,0,-262
2251,1,1,412,1422,1010
2252,1,0,180,0,-180
2253,1,1,250,1412,1162
2254,0,0,141,0,-141
2255,0,0,17,0,-17
2256,1,1,1614,1413,-201
2257,1,1,181,1301,1120
2258,0,0,6,0,-6
2259,1,0,3,0,-3
2260,1,1,1104,1815,711
2261,0,0,47,0,-47
2262,1,0,15,0,-15
2263,0,0,74,0,-74
2264,0,0,16,0,-16
2265,1,0,10,0,-10
2266,1,0,42,0,-42
2267,1,1,719,1482,763
2268,1,1,46,2041,1995
2269,1,1,852,1888,1036
2270,1,0,7,0,-7
2271,1,1,1545,1281,-264
2272,1,0,167,0,-167
2273,0,0,34,0,-34
2274,0,0,27,0,-27
2275,0,0,60,0,-60
2276,0,0,15,0,-15
2277,1,1,1782,1251,-531
2278,0,0,84,0,-84
2279,1,1,164,1268,1104
2280,1,0,151,0,-151
2281,0,0,65,0,-65
2282,1,0,41,0,-41
2283,1,1,377,1565,1188
2284,0,0,18,0,-18
2285,0,0,16,0,-16
2286,1,0,103,0,-103
2287,1,1,8,1238,1230
2288,1,1,100,1411,1311
2289,1,0,9,0,-9
2290,0,0,41,0,-41
2291,1,0,12,0,-12
2292,0,0,73,0,-73
2293,1,0,24,0,-24
2294,0,0,21,0,-21
2295,1,1,241,1276,1035
2296,0,0,77,0,-77
2297,1,0,31,0,-31
2298,0,0,47,0,-47
2299,1,0,28,0,-28
2300,1,0,71,0,-71
2301,1,1,273,1507,1234
2302,0,0,13,0,-13
2303,1,1,533,1245,712
2304,1,1,217,2621,2404
2305,0,0,20,0,-20
2306,1,0,21,0,-21
2307,0,0,63,0,-63
2308,1,0,15,0,-15
2309,1,1,576,1579,1003
2310,1,1,893,1359,466
2311,1,0,104,0,-104
2312,0,0,1,0,-1
2313,0,0,6,0,-6
2314,1,1,349,1883,1534
2315,1,0,17,0,-17
2316,1,1,51,2111,2060
2317,1,1,649,1595,946
2318,0,0,0,0,0
2319,1,1,61,1899,1838
2320,0,0,22,0,-22
2321,0,0,18,0,-18
2322,1,1,618,1982,1364
2323,1,0,4,0,-4
2324,0,0,1,0,-1
2325,1,1,188,1406,1218
2326,0,0,336,0,-336
2327,1,0,15,0,-15
2328,0,0,16,0,-16
2329,0,0,77,0,-77
2330,1,1,357,1725,1368
2331,1,1,80,1846,1766
2332,0,0,39,0,-39
2333,1,1,126,2216,2090
2334,1,0,109,0,-109
2335,1,1,2111,1488,-623
2336,0,0,13,0,-13
2337,0,0,15,0,-15
2338,1,1,421,1532,1111
2339,0,0,319,0,-319
2340,1,1,841,2367,1526
2341,1,1,355,2078,1723
2342,1,0,20,0,-20
2343,1,1,97,1391,1294
2344,1,1,174,3436,3262
2345,1,1,118,1424,1306
2346,1,0,19,0,-19
2347,0,0,6,0,-6
2348,1,0,121,0,-121
2349,1,0,37,0,-37
2350,0,0,20,0,-20
2351,0,0,43,0,-43
2352,1,0,33,0,-33
2353,1,0,0,0,0
2354,0,0,39,0,-39
2355,0,0,39,0,-39
2356,1,0,22,0,-22
2357,1,0,23,0,-23
2358,0,0,68,0,-68
2359,1,1,2004,1287,-717
2360,0,0,30,0,-30
2361,1,1,469,1425,956
2362,0,0,28,0,-28
2363,0,0,3,0,-3
2364,0,0,6,0,-6
2365,0,0,48,0,-48
2366,1,1,1311,1315,4
2367,0,0,102,0,-102
2368,1,1,45,1737,1692
2369,1,0,23,0,-23
2370,1,1,302,1562,1260
2371,1,0,3,0,-3
2372,1,0,0,0,0
2373,1,0,69,0,-69
2374,0,0,30,0,-30
2375,1,0,62,0,-62
2376,1,1,815,1775,960
2377,0,0,36,0,-36
2378,0,0,49,0,-49
2379,0,0,21,0,-21
2380,0,0,41,0,-41
2381,0,0,84,0,-84
2382,0,0,55,0,-55
2383,1,0,36,0,-36
2384,0,0,3,0,-3
2385,0,0,0,0,0
2386,1,0,78,0,-78
2387,0,0,70,0,-70
2388,1,0,57,0,-57
2389,1,0,119,0,-119
2390,1,0,9,0,-9
2391,1,0,34,0,-34
2392,0,0,4,0,-4
2393,0,0,16,0,-16
2394,0,0,108,0,-108
2395,1,0,55,0,-55
2396,1,1,232,1389,1157
2397,1,1,618,1256,638
2398,0,0,31,0,-31
2399,1,1,456,1385,929
2400,0,0,60,0,-60
2401,0,0,44,0,-44
2402,0,0,4,0,-4
2403,0,0,26,0,-26
2404,0,0,75,0,-75
2405,1,0,50,0,-50
2406,1,1,86,2014,1928
2407,1,0,55,0,-55
2408,1,1,151,1707,1556
2409,1,1,355,1524,1169
2410,1,0,108,0,-108
2411,1,0,36,0,-36
2412,1,0,85,0,-85
2413,1,1,27,1247,1220
2414,0,0,54,0,-54
2415,1,0,2,0,-2
2416,0,0,38,0,-38
2417,1,1,1114,1851,737
2418,0,0,99,0,-99
2419,0,0,39,0,-39
2420,0,0,29,0,-29
2421,0,0,39,0,-39
2422,1,1,132,1279,1147
2423,1,0,80,0,-80
2424,1,1,176,1280,1104
2425,1,0,53,0,-53
2426,1,1,258,1963,1705
2427,1,0,23,0,-23
2428,1,0,28,0,-28
2429,1,1,502,1355,853
2430,1,1,104,1332,1228
2431,0,0,1,0,-1
2432,0,0,116,0,-116
2433,0,0,26,0,-26
2434,1,0,51,0,-51
2435,0,0,46,0,-46
2436,0,0,103,0,-103
2437,0,0,0,0,0
2438,1,0,63,0,-63
2439,0,0,11,0,-11
2440,1,0,22,0,-22
2441,1,1,245,2562,2317
2442,0,0,46,0,-46
2443,0,0,77,0,-77
2444,1,1,213,2095,1882
2445,0,0,37,0,-37
2446,1,1,438,2000,1562
2447,0,0,60,0,-60
2448,1,1,760,1869,1109
2449,0,0,8,0,-8
2450,0,0,17,0,-17
2451,1,1,178,1348,1170
2452,0,0,24,0,-24
2453,1,0,70,0,-70
2454,0,0,19,0,-19
2455,1,1,1941,1496,-445
2456,1,0,5,0,-5
2457,0,0,54,0,-54
2458,0,0,8,0,-8
2459,0,0,11,0,-11
2460,1,1,278,1327,1049
2461,0,0,4,0,-4
2462,0,0,80,0,-80
2463,1,0,24,0,-24
2464,1,0,8,0,-8
2465,1,0,35,0,-35
2466,0,0,12,0,-12
2467,1,0,3,0,-3
2468,0,0,8,0,-8
2469,1,1,81,1847,1766
2470,0,0,44,0,-44
2471,0,0,25,0,-25
2472,1,1,485,1350,865
2473,1,1,565,6245,5680
2474,1,0,48,0,-48
2475,0,0,26,0,-26
2476,0,0,11,0,-11
2477,1,1,6,1319,1313
2478,1,1,129,1727,1598
2479,0,0,4,0,-4
2480,1,1,635,1631,996
2481,1,1,228,2845,2617
2482,1,1,2325,1331,-994
2483,0,0,7,0,-7
2484,0,0,56,0,-56
2485,0,0,22,0,-22
2486,1,1,316,1843,1527
2487,1,0,23,0,-23
2488,1,1,86,2033,1947
2489,1,1,582,4379,3797
2490,1,1,400,1739,1339
2491,1,0,117,0,-117
2492,1,0,43,0,-43
2493,0,0,42,0,-42
2494,0,0,18,0,-18
2495,1,0,7,0,-7
2496,1,0,9,0,-9
2497,0,0,18,0,-18
2498,1,1,361,1759,1398
2499,1,1,367,1306,939
2500,1,1,135,2731,2596
2501,1,0,46,0,-46
2502,0,0,28,0,-28
2503,1,0,123,0,-123
2504,0,0,162,0,-162
2505,0,0,5,0,-5
2506,1,1,2283,1507,-776
2507,1,0,60,0,-60
2508,0,0,1,0,-1
2509,1,1,423,1505,1082
2510,1,0,139,0,-139
2511,0,0,79,0,-79
2512,0,0,42,0,-42
2513,1,1,293,1281,988
2514,0,0,2,0,-2
2515,0,0,5,0,-5
2516,0,0,20,0,-20
2517,1,1,1373,1438,65
2518,0,0,37,0,-37
2519,0,0,10,0,-10
2520,0,0,7,0,-7
2521,0,0,84,0,-84
2522,1,0,38,0,-38
2523,1,0,42,0,-42
2524,1,1,177,1336,1159
2525,1,1,85,1246,1161
2526,0,0,47,0,-47
2527,0,0,3,0,-3
2528,1,0,59,0,-59
2529,1,0,15,0,-15
2530,1,0,26,0,-26
2531,0,0,179,0,-179
2532,0,0,107,0,-107
2533,0,0,9,0,-9
2534,1,1,629,1236,607
2535,1,0,2,0,-2
2536,1,0,8,0,-8
2537,0,0,41,0,-41
2538,0,0,49,0,-49
2539,1,1,158,2212,2054
2540,1,1,299,1898,1599
2541,0,0,23,0,-23
2542,1,0,3,0,-3
2543,0,0,246,0,-246
2544,0,0,34,0,-34
2545,0,0,21,0,-21
2546,0,0,58,0,-58
2547,1,1,2456,1536,-920
2548,1,0,46,0,-46
2549,1,1,193,1378,1185
2550,1,0,3,0,-3
2551,1,1,252,1442,1190
2552,1,1,172,2473,2301
2553,1,0,27,0,-27
2554,0,0,81,0,-81
2555,0,0,33,0,-33
2556,1,0,55,0,-55
2557,0,0,10,0,-10
2558,0,0,75,0,-75
2559,1,0,62,0,-62
2560,1,1,187,2176,1989
2561,0,0,36,0,-36
2562,0,0,25,0,-25
2563,1,1,94,1336,1242
2564,1,1,178,1517,1339
2565,1,0,40,0,-40
2566,1,0,39,0,-39
2567,0,0,101,0,-101
2568,0,0,34,0,-34
2569,1,1,574,1691,1117
2570,1,1,1212,1303,91
2571,0,0,99,0,-99
2572,1,1,169,2039,1870
2573,1,1,588,2419,1831
2574,1,0,19,0,-19
2575,0,0,49,0,-49
2576,0,0,65,0,-65
2577,1,0,73,0,-73
2578,1,0,113,0,-113
2579,0,0,113,0,-113
2580,1,0,26,0,-26
2581,1,0,17,0,-17
2582,1,1,1557,3398,1841
2583,1,0,1,0,-1
2584,0,0,46,0,-46
2585,0,0,6,0,-6
2586,1,0,9,0,-9
2587,0,0,81,0,-81
2588,0,0,30,0,-30
2589,1,0,57,0,-57
2590,0,0,64,0,-64
2591,0,0,23,0,-23
2592,1,1,222,1250,1028
2593,1,0,4,0,-4
2594,1,1,11,2259,2248
2595,1,1,324,2032,1708
2596,0,0,64,0,-64
2597,1,0,58,0,-58
2598,1,1,544,1582,1038
2599,1,1,69,1541,1472
2600,1,0,9,0,-9
2601,1,0,100,0,-100
2602,1,0,50,0,-50
2603,1,1,920,1344,424
2604,1,1,695,1415,720
2605,1,1,144,3176,3032
2606,0,0,17,0,-17
2607,1,0,8,0,-8
2608,1,0,42,0,-42
2609,1,1,530,1272,742
2610,0,0,10,0,-10
2611,1,0,44,0,-44
2612,0,0,71,0,-71
2613,1,1,1605,1364,-241
2614,1,1,865,1248,383
2615,0,0,41,0,-41
2616,0,0,43,0,-43
2617,1,0,4,0,-4
2618,0,0,51,0,-51
2619,1,0,47,0,-47
2620,0,0,27,0,-27
2621,1,0,4,0,-4
2622,1,0,119,0,-119
2623,1,1,35,6480,6445
2624,0,0,3,0,-3
2625,1,1,412,1242,830
2626,1,1,172,2213,2041
2627,0,0,19,0,-19
2628,1,1,327,1710,1383
2629,1,1,99,1675,1576
2630,0,0,8,0,-8
2631,0,0,57,0,-57
2632,0,0,17,0,-17
2633,1,1,778,1235,457
2634,0,0,0,0,0
2635,1,1,384,1246,862
2636,1,0,33,0,-33
2637,1,1,959,1444,485
2638,1,1,648,1835,1187
2639,1,0,144,0,-144
2640,1,0,19,0,-19
2641,0,0,75,0,-75
2642,0,0,30,0,-30
2643,1,1,1799,1429,-370
2644,1,1,859,1387,528
2645,0,0,0,0,0
2646,1,1,62,1294,1232
2647,1,0,2,0,-2
2648,1,0,118,0,-118
2649,0,0,209,0,-209
2650,1,0,21,0,-21
2651,1,1,578,1400,822
2652,0,0,30,0,-30
2653,1,0,13,0,-13
2654,0,0,33,0,-33
2655,1,1,341,1301,960
2656,0,0,91,0,-91
2657,1,0,73,0,-73
2658,1,0,34,0,-34
2659,0,0,21,0,-21
2660,1,1,444,1513,1069
2661,1,1,106,1322,1216
2662,0,0,6,0,-6
2663,0,0,25,0,-25
2664,1,1,983,1376,393
2665,0,0,55,0,-55
2666,1,0,117,0,-117
2667,1,0,15,0,-15
2668,0,0,2,0,-2
2669,0,0,10,0,-10
2670,1,0,59,0,-59
2671,1,1,679,1420,741
2672,1,0,26,0,-26
2673,1,0,169,0,-169
2674,1,1,155,1559,1404
2675,1,0,12,0,-12
2676,1,0,72,0,-72
2677,0,0,33,0,-33
2678,1,0,133,0,-133
2679,1,0,78,0,-78
2680,0,0,23,0,-23
2681,0,0,7,0,-7
2682,1,0,14,0,-14
2683,0,0,2,0,-2
2684,1,1,1238,1513,275
2685,1,0,16,0,-16
2686,1,0,11,0,-11
2687,1,0,13,0,-13
2688,0,0,4,0,-4
2689,1,0,94,0,-94
2690,1,0,16,0,-16
2691,1,0,12,0,-12
2692,1,0,11,0,-11
2693,0,0,48,0,-48
2694,1,0,68,0,-68
2695,1,1,1025,1256,231
2696,1,0,19,0,-19
2697,1,1,860,1270,410
2698,1,1,74,1447,1373
2699,0,0,5,0,-5
2700,1,0,48,0,-48
2701,0,0,42,0,-42
2702,0,0,52,0,-52
2703,1,0,62,0,-62
2704,0,0,133,0,-133
2705,0,0,73,0,-73
2706,1,0,55,0,-55
2707,0,0,7,0,-7
2708,1,1,779,1265,486
2709,1,1,1661,1436,-225
2710,1,0,120,0,-120
2711,1,1,1082,1291,209
2712,1,1,19,1390,1371
2713,1,1,342,1343,1001
2714,1,0,66,0,-66
2715,1,1,703,1471,768
2716,1,1,981,1589,608
2717,0,0,1,0,-1
2718,1,1,411,1383,972
2719,1,0,26,0,-26
2720,0,0,13,0,-13
2721,1,1,32,1291,1259
2722,1,0,129,0,-129
2723,0,0,35,0,-35
2724,0,0,31,0,-31
2725,1,0,41,0,-41
2726,0,0,358,0,-358
2727,0,0,40,0,-40
2728,0,0,7,0,-7
2729,1,0,41,0,-41
2730,0,0,4,0,-4
2731,0,0,25,0,-25
2732,1,1,111,1462,1351
2733,0,0,133,0,-133
2734,0,0,52,0,-52
2735,0,0,40,0,-40
2736,0,0,17,0,-17
2737,0,0,16,0,-16
2738,1,1,468,1239,771
2739,1,1,80,2620,2540
2740,1,1,278,1737,1459
2741,1,0,78,0,-78
2742,1,0,29,0,-29
2743,1,1,51,2414,2363
2744,1,1,70,2084,2014
2745,1,1,1086,1832,746
2746,0,0,71,0,-71
2747,1,0,26,0,-26
2748,1,0,35,0,-35
2749,1,0,120,0,-120
2750,1,1,1515,1360,-155
2751,0,0,5,0,-5
2752,1,1,1052,1368,316
2753,0,0,9,0,-9
2754,0,0,22,0,-22
2755,1,0,42,0,-42
2756,0,0,16,0,-16
2757,1,1,610,1745,1135
2758,0,0,226,0,-226
2759,0,0,22,0,-22
2760,0,0,17,0,-17
2761,1,0,73,0,-73
2762,0,0,99,0,-99
2763,0,0,34,0,-34
2764,1,0,5,0,-5
2765,0,0,43,0,-43
2766,1,0,58,0,-58
2767,1,0,25,0,-25
2768,1,1,536,1243,707
2769,0,0,3,0,-3
2770,1,0,38,0,-38
2771,1,0,18,0,-18
2772,0,0,32,0,-32
2773,1,1,758,1555,797
2774,1,0,6,0,-6
2775,1,0,7,0,-7
2776,1,1,146,1805,1659
2777,1,0,23,0,-23
2778,1,0,91,0,-91
2779,1,0,89,0,-89
2780,1,1,130,1351,1221
2781,0,0,154,0,-154
2782,1,0,385,0,-385
2783,0,0,1,0,-1
2784,0,0,8,0,-8
2785,1,1,229,1438,1209
2786,1,0,44,0,-44
2787,1,0,16,0,-16
2788,1,1,412,2407,1995
2789,0,0,5,0,-5
2790,0,0,13,0,-13
2791,1,1,19,1863,1844
2792,0,0,3,0,-3
2793,0,0,9,0,-9
2794,1,0,39,0,-39
2795,1,0,43,0,-43
2796,1,0,7,0,-7
2797,0,0,82,0,-82
2798,1,0,59,0,-59
2799,0,0,10,0,-10
2800,1,0,32,0,-32
2801,0,0,73,0,-73
2802,1,1,333,1265,932
2803,0,0,16,0,-16
2804,1,0,15,0,-15
2805,0,0,26,0,-26
2806,1,0,18,0,-18
2807,1,1,295,1631,1336
2808,1,1,48,1912,1864
2809,1,0,58,0,-58
2810,1,1,301,1460,1159
2811,0,0,7,0,-7
2812,0,0,78,0,-78
2813,1,1,1389,1287,-102
2814,1,1,16,1554,1538
2815,0,0,81,0,-81
2816,0,0,26,0,-26
2817,1,0,52,0,-52
2818,0,0,9,0,-9
2819,1,0,0,0,0
2820,1,1,701,1488,787
2821,1,0,20,0,-20
2822,1,0,85,0,-85
2823,0,0,2,0,-2
2824,1,1,527,1420,893
2825,0,0,8,0,-8
2826,0,0,16,0,-16
2827,0,0,45,0,-45
2828,0,0,134,0,-134
2829,1,1,107,1774,1667
2830,1,0,112,0,-112
2831,0,0,18,0,-18
2832,0,0,89,0,-89
2833,0,0,13,0,-13
2834,1,0,30,0,-30
2835,0,0,35,0,-35
2836,1,0,91,0,-91
2837,0,0,38,0,-38
2838,0,0,29,0,-29
2839,1,1,63,1256,1193
2840,1,1,77,1602,1525
2841,1,0,29,0,-29
2842,1,0,42,0,-42
2843,0,0,103,0,-103
2844,1,1,261,1450,1189
2845,1,0,23,0,-23
2846,0,0,1,0,-1
2847,1,0,24,0,-24
2848,1,0,123,0,-123
2849,0,0,95,0,-95
2850,1,0,15,0,-15
2851,1,0,14,0,-14
2852,1,0,59,0,-59
2853,1,0,9,0,-9
2854,1,0,6,0,-6
2855,1,0,3,0,-3
2856,1,0,93,0,-93
2857,1,0,7,0,-7
2858,0,0,16,0,-16
2859,1,0,22,0,-22
2860,1,1,252,1726,1474
2861,1,0,99,0,-99
2862,0,0,4,0,-4
2863,0,0,56,0,-56
2864,1,1,514,1442,928
2865,1,1,623,1522,899
2866,1,1,173,1638,1465
2867,0,0,1,0,-1
2868,1,1,418,1261,843
2869,0,0,1,0,-1
2870,0,0,2,0,-2
2871,1,0,8,0,-8
2872,1,0,41,0,-41
2873,1,0,37,0,-37
2874,0,0,36,0,-36
2875,1,0,77,0,-77
2876,1,0,53,0,-53
2877,0,0,16,0,-16
2878,0,0,32,0,-32
2879,0,0,168,0,-168
2880,1,0,8,0,-8
2881,1,0,53,0,-53
2882,0,0,28,0,-28
2883,1,0,91,0,-91
2884,1,1,491,1544,1053
2885,0,0,17,0,-17
2886,1,0,29,0,-29
2887,1,0,82,0,-82
2888,0,0,6,0,-6
2889,0,0,33,0,-33
2890,1,0,180,0,-180
2891,1,0,8,0,-8
2892,0,0,58,0,-58
2893,1,0,43,0,-43
2894,0,0,42,0,-42
2895,0,0,19,0,-19
2896,0,0,1,0,-1
2897,0,0,30,0,-30
2898,1,1,1214,2691,1477
2899,1,1,380,1677,1297
2900,1,1,397,2383,1986
2901,1,0,33,0,-33
2902,1,0,48,0,-48
2903,1,1,1097,1499,402
2904,1,1,325,1558,1233
2905,1,0,24,0,-24
2906,0,0,8,0,-8
2907,0,0,55,0,-55
2908,1,1,1081,1844,763
2909,0,0,78,0,-78
2910,0,0,82,0,-82
2911,1,1,142,1680,1538
2912,0,0,23,0,-23
2913,1,1,1553,1247,-306
2914,1,1,116,1542,1426
2915,0,0,6,0,-6
2916,1,0,6,0,-6
2917,1,0,113,0,-113
2918,1,1,165,1380,1215
2919,1,1,654,1360,706
2920,0,0,7,0,-7
2921,0,0,7,0,-7
2922,1,1,122,1297,1175
2923,1,1,165,1274,1109
2924,1,1,725,1410,685
2925,1,0,3,0,-3
2926,0,0,180,0,-180
2927,1,0,116,0,-116
2928,1,1,1124,2191,1067
2929,1,0,62,0,-62
2930,0,0,13,0,-13
2931,0,0,39,0,-39
2932,1,0,28,0,-28
2933,1,0,15,0,-15
2934,1,0,13,0,-13
2935,1,0,36,0,-36
2936,0,0,16,0,-16
2937,0,0,87,0,-87
2938,1,1,1433,1290,-143
2939,0,0,87,0,-87
2940,0,0,22,0,-22
2941,1,0,6,0,-6
2942,1,0,54,0,-54
2943,0,0,6,0,-6
2944,1,0,17,0,-17
2945,0,0,10,0,-10
2946,0,0,4,0,-4
2947,1,1,23,1292,1269
2948,0,0,19,0,-19
2949,0,0,21,0,-21
2950,1,0,179,0,-179
2951,1,0,51,0,-51
2952,1,1,258,1415,1157
2953,0,0,130,0,-130
2954,1,1,156,1338,1182
2955,0,0,64,0,-64
2956,0,0,2,0,-2
2957,0,0,28,0,-28
2958,1,0,39,0,-39
2959,0,0,15,0,-15
2960,0,0,4,0,-4
2961,0,0,123,0,-123
2962,0,0,164,0,-164
2963,0,0,0,0,0
2964,0,0,80,0,-80
2965,0,0,41,0,-41
2966,1,1,197,1565,1368
2967,1,1,576,2160,1584
2968,1,0,64,0,-64
2969,0,0,0,0,0
2970,1,1,123,1288,1165
2971,0,0,20,0,-20
2972,0,0,67,0,-67
2973,1,1,575,1422,847
2974,0,0,2,0,-2
2975,1,0,0,0,0
2976,1,0,12,0,-12
2977,1,0,31,0,-31
2978,1,0,22,0,-22
2979,0,0,5,0,-5
2980,0,0,108,0,-108
2981,1,0,145,0,-145
2982,0,0,30,0,-30
2983,1,1,157,1284,1127
2984,0,0,251,0,-251
2985,1,0,70,0,-70
2986,0,0,1,0,-1
2987,1,0,25,0,-25
2988,0,0,39,0,-39
2989,0,0,51,0,-51
2990,1,0,17,0,-17
2991,1,0,163,0,-163
2992,0,0,44,0,-44
2993,0,0,32,0,-32
2994,1,1,375,1260,885
2995,0,0,11,0,-11
2996,0,0,46,0,-46
2997,1,1,838,1676,838
2998,1,1,301,1811,1510
2999,1,0,17,0,-17
3000,0,0,47,0,-47
3001,0,0,69,0,-69
3002,1,1,136,1236,1100
3003,1,1,824,1386,562
3004,1,1,205,1449,1244
3005,0,0,63,0,-63
3006,1,0,23,0,-23
3007,0,0,22,0,-22
3008,1,0,63,0,-63
3009,1,0,17,0,-17
3010,0,0,26,0,-26
3011,1,0,75,0,-75
3012,1,1,679,1236,557
3013,1,0,107,0,-107
3014,0,0,56,0,-56
3015,1,0,51,0,-51
3016,1,0,3,0,-3
